jud,uat,ALTII_pct,CĂLIN GEORGESCU_pct,ELENA-VALERICA LASCONI_pct,GEORGE-NICOLAE SIMION_pct,HUNOR KELEMEN_pct,ION-MARCEL CIOLACU_pct,NICOLAE-IONEL CIUCĂ_pct,Prezenta,Castigator,Procent castigator,Lat,Long,Mediu
PRAHOVA,BREBU,13.28,27.66,16.71,15.47,0.7,18.88,7.3,55.07,CĂLIN GEORGESCU,27.66,45.20608832,25.78063097,RURAL
PRAHOVA,BUCOV,12.03,29.21,19.43,15.07,0.17,14.77,9.32,50.54,CĂLIN GEORGESCU,29.21,44.98681724,26.08654582,RURAL
PRAHOVA,BĂLȚEȘTI,5.29,26.71,11.28,17.18,0.13,14.23,25.17,52.18,CĂLIN GEORGESCU,26.71,45.08610182,26.11681786,RURAL
PRAHOVA,BĂNEȘTI,14.39,25.33,19.84,12.71,0.36,20.72,6.65,53.69,CĂLIN GEORGESCU,25.33,45.08768886,25.78330139,RURAL
PRAHOVA,BĂRCĂNEȘTI,11.67,32.16,17.12,17,0.06,14.69,7.32,46.43,CĂLIN GEORGESCU,32.16,44.8797432,26.0632448,RURAL
PRAHOVA,BĂTRÂNI,5.21,32.59,8.34,17.86,0.13,32.72,3.13,50.16,ION-MARCEL CIOLACU,32.72,45.35205521,26.11365158,RURAL
PRAHOVA,CEPTURA,8.33,32.39,11.9,18.17,0.13,24.06,5.01,45.66,CĂLIN GEORGESCU,32.39,45.02094294,26.32791581,RURAL
PRAHOVA,CERAȘU,7.15,34.76,9.67,13.47,0.15,17.38,17.43,57.68,CĂLIN GEORGESCU,34.76,45.40079495,26.04818543,RURAL
PRAHOVA,CHIOJDEANCA,7.14,33.5,8.16,15.82,0.17,17.01,18.2,49.67,CĂLIN GEORGESCU,33.5,45.17116977,26.27572658,RURAL
PRAHOVA,CIORANI,8.3,35.37,12.58,17.27,0.18,23.88,2.42,44.39,CĂLIN GEORGESCU,35.37,44.82521068,26.41748257,RURAL
PRAHOVA,COCORĂȘTII COLȚ,11.28,32.71,12.65,22.63,0.4,15.32,5.04,45.13,CĂLIN GEORGESCU,32.71,44.8421128,25.89808466,RURAL
PRAHOVA,COCORĂȘTII MISLII,10.09,26.98,14.19,13.42,0.07,23.73,11.51,54.38,CĂLIN GEORGESCU,26.98,45.08888905,25.91985032,RURAL
PRAHOVA,COLCEAG,6.64,33.73,11.59,15.36,0.35,25,7.33,40.3,CĂLIN GEORGESCU,33.73,44.93585604,26.377662,RURAL
PRAHOVA,CORNU,12.92,18.84,17.25,13.15,0.41,32.45,4.96,62.54,ION-MARCEL CIOLACU,32.45,45.16800229,25.70594914,RURAL
PRAHOVA,COSMINELE,6.42,28,8.89,14.44,0.22,20.44,21.56,57.94,CĂLIN GEORGESCU,28,45.16756151,25.88095497,RURAL
PRAHOVA,CĂLUGĂRENI,7.73,29.01,8.56,26.8,0,25.41,2.49,41.11,CĂLIN GEORGESCU,29.01,45.08089577,26.37533974,RURAL
PRAHOVA,CĂRBUNEȘTI,8.21,31.72,5.6,15.86,0.37,20.52,17.72,41.11,CĂLIN GEORGESCU,31.72,45.22783444,26.20933561,RURAL
PRAHOVA,DRAJNA,8.83,27.36,11.06,17.48,0.32,19.03,15.93,51.82,CĂLIN GEORGESCU,27.36,45.2538102,26.07709342,RURAL
PRAHOVA,DRĂGĂNEȘTI,6.65,37.2,11.61,17,0.19,24.53,2.82,44.42,CĂLIN GEORGESCU,37.2,44.84290967,26.31896827,RURAL
PRAHOVA,DUMBRAVA,6.83,34.37,9.54,17.62,0.13,14.97,16.55,47.7,CĂLIN GEORGESCU,34.37,44.87028099,26.22374804,RURAL
PRAHOVA,DUMBRĂVEȘTI,7.46,26,10.14,14.49,0.19,16.17,25.56,58.12,CĂLIN GEORGESCU,26,45.09066588,25.98985205,RURAL
PRAHOVA,FILIPEȘTII DE PĂDURE,10.08,30.29,13.53,23.51,0.19,19.1,3.31,46.74,CĂLIN GEORGESCU,30.29,44.99265463,25.72160913,RURAL
PRAHOVA,FILIPEȘTII DE TÂRG,6.98,29.71,11.04,13.37,0.06,12.31,26.52,50.13,CĂLIN GEORGESCU,29.71,44.95664569,25.77631482,RURAL
PRAHOVA,FLOREȘTI,9.39,28.89,11.85,14.04,0.15,13.59,22.08,56.47,CĂLIN GEORGESCU,28.89,45.01770537,25.80330704,RURAL
PRAHOVA,FULGA,10.18,33.4,10.38,9.43,0.09,24.72,11.79,44.94,CĂLIN GEORGESCU,33.4,44.9046679,26.46107941,RURAL
PRAHOVA,FÂNTÂNELE,9.01,36.68,10.28,16.37,0,22.21,5.46,50.63,CĂLIN GEORGESCU,36.68,45.01474015,26.37541537,RURAL
PRAHOVA,GHERGHIȚA,4.54,27.63,8.51,20.27,0.32,36.34,2.42,63.83,ION-MARCEL CIOLACU,36.34,44.78930954,26.27154001,RURAL
PRAHOVA,GORGOTA,10.83,30.08,19.04,12.34,0.05,17.58,10.08,51.06,CĂLIN GEORGESCU,30.08,44.78080007,26.07984468,RURAL
PRAHOVA,GORNET,9.01,29.09,17.08,13.54,0,27.48,3.79,56,CĂLIN GEORGESCU,29.09,45.12982098,26.08437884,RURAL
PRAHOVA,GORNET-CRICOV,5.38,28.38,9.31,11.95,0.27,13.41,31.3,64.99,NICOLAE-IONEL CIUCĂ,31.3,45.0845228,26.27527318,RURAL
PRAHOVA,GURA VADULUI,9.07,31.75,12.52,13.44,0.92,24.51,7.77,45.92,CĂLIN GEORGESCU,31.75,45.04651778,26.43957373,RURAL
PRAHOVA,GURA VITIOAREI,9.44,33.4,13.09,15.84,0.25,17.85,10.12,51.57,CĂLIN GEORGESCU,33.4,45.15223544,26.03101544,RURAL
PRAHOVA,IORDĂCHEANU,5.43,32.07,8.82,15.79,0.29,16.38,21.22,50.74,CĂLIN GEORGESCU,32.07,45.05146601,26.21977715,RURAL
PRAHOVA,IZVOARELE,10.59,35.24,13.58,15.02,0.2,21.29,4.08,48.81,CĂLIN GEORGESCU,35.24,45.30318367,25.92771639,RURAL
PRAHOVA,JUGURENI,6.84,20.51,8.97,9.83,0,47.01,6.84,60.05,ION-MARCEL CIOLACU,47.01,45.1072036,26.42579551,RURAL
PRAHOVA,LAPOȘ,4.3,25.5,5.44,19.77,0,40.97,4.01,44.27,ION-MARCEL CIOLACU,40.97,45.15730436,26.43110628,RURAL
PRAHOVA,LIPĂNEȘTI,12.13,30.96,16.62,16.76,0.09,14.65,8.78,53.3,CĂLIN GEORGESCU,30.96,45.05655781,26.02327083,RURAL
PRAHOVA,MUNICIPIUL CÂMPINA,17.81,20.64,22.45,12.23,0.5,20.17,6.21,51.74,ELENA-VALERICA LASCONI,22.45,45.14277535,25.74547545,URBAN
PRAHOVA,MUNICIPIUL PLOIEȘTI,18,21.07,23.89,12.02,0.26,18.51,6.25,50.58,ELENA-VALERICA LASCONI,23.89,44.93447121,26.02158521,URBAN
PRAHOVA,MĂGURELE,10.95,30.68,17.74,13.99,0.25,15.89,10.49,54.15,CĂLIN GEORGESCU,30.68,45.09486324,26.05019292,RURAL
PRAHOVA,MĂGURENI,9.67,31.02,16.27,17.52,0.2,21.25,4.06,49.58,CĂLIN GEORGESCU,31.02,45.05663501,25.73593738,RURAL
PRAHOVA,MĂNECIU,9.37,29.76,12.75,18.55,0.18,19.98,9.41,52.54,CĂLIN GEORGESCU,29.76,45.4045723,25.94873707,RURAL
PRAHOVA,MĂNEȘTI,7.99,34.77,11.55,13.57,0.55,15.29,16.28,53.9,CĂLIN GEORGESCU,34.77,44.85564273,25.83052966,RURAL
PRAHOVA,OLARI,5.88,34.55,8.93,10.22,0.12,39.01,1.29,60.29,ION-MARCEL CIOLACU,39.01,44.78858046,26.20599895,RURAL
PRAHOVA,ORAȘ AZUGA,13.06,24.85,19.83,17.03,0.39,19.98,4.87,55.8,CĂLIN GEORGESCU,24.85,45.45164944,25.62724986,URBAN
PRAHOVA,ORAȘ BOLDEȘTI-SCĂENI,12.22,27.77,18.35,15.37,0.29,16.78,9.23,53.17,CĂLIN GEORGESCU,27.77,45.02976463,26.04901859,URBAN
PRAHOVA,ORAȘ BREAZA,15.65,21.46,19.51,13.75,0.34,20.04,9.25,52.4,CĂLIN GEORGESCU,21.46,45.18667606,25.65414601,URBAN
PRAHOVA,ORAȘ BUȘTENI,14.37,23.38,22.98,13.55,0.37,19.09,6.25,63.3,CĂLIN GEORGESCU,23.38,45.41547636,25.52779794,URBAN
PRAHOVA,ORAȘ BĂICOI,13.13,27.22,20.31,14.9,0.17,20.03,4.25,54.47,CĂLIN GEORGESCU,27.22,45.03426599,25.87654085,URBAN
PRAHOVA,ORAȘ COMARNIC,10.12,26.44,15.86,14.37,0.22,18.48,14.51,47.09,CĂLIN GEORGESCU,26.44,45.26762,25.6150358,URBAN
PRAHOVA,ORAȘ MIZIL,11.07,25.37,15.03,15.88,0.17,28.59,3.9,41.72,ION-MARCEL CIOLACU,28.59,45.00493123,26.45458795,URBAN
PRAHOVA,ORAȘ PLOPENI,10.64,21.84,12.79,12.64,0.18,22.35,19.56,57.2,ION-MARCEL CIOLACU,22.35,45.05274704,25.95762283,URBAN
PRAHOVA,ORAȘ SINAIA,15.68,18.05,23.63,13.86,0.31,17.6,10.85,64.28,ELENA-VALERICA LASCONI,23.63,45.34650675,25.55033691,URBAN
PRAHOVA,ORAȘ SLĂNIC,11.72,26.14,17.92,20.37,0.38,18.79,4.66,48.9,CĂLIN GEORGESCU,26.14,45.23942184,25.943872,URBAN
PRAHOVA,ORAȘ URLAȚI,9.4,31.44,16.15,17.28,0.27,18.84,6.62,47.16,CĂLIN GEORGESCU,31.44,44.99657766,26.25545012,URBAN
PRAHOVA,ORAȘ VĂLENII DE MUNTE,13.81,27.26,14.42,17.59,0.13,21.93,4.86,56.24,CĂLIN GEORGESCU,27.26,45.19135794,26.05201645,URBAN
PRAHOVA,PLOPU,8.3,20.81,9.56,10.64,0.24,12.33,38.12,84.62,NICOLAE-IONEL CIUCĂ,38.12,45.02412137,26.15106148,RURAL
PRAHOVA,PODENII NOI,6.79,37.46,9.57,20.15,0.42,22.06,3.57,44.71,CĂLIN GEORGESCU,37.46,45.10737816,26.19456653,RURAL
PRAHOVA,POIANA CÂMPINA,13.81,22.28,17.68,14.34,0.41,17.41,14.07,55.82,CĂLIN GEORGESCU,22.28,45.11207843,25.72029953,RURAL
PRAHOVA,POIENARII BURCHII,10.35,29.05,10.6,14.37,0.3,19.15,16.18,54.56,CĂLIN GEORGESCU,29.05,44.74755828,25.98810816,RURAL
PRAHOVA,POSEȘTI,11.07,28.76,9.92,22.65,0.14,24.01,3.45,47.99,CĂLIN GEORGESCU,28.76,45.27811808,26.15227091,RURAL
PRAHOVA,PREDEAL-SĂRARI,8.45,30.94,7.81,16.79,0.32,17,18.69,53.69,CĂLIN GEORGESCU,30.94,45.19068014,26.10971135,RURAL
PRAHOVA,PROVIȚA DE JOS,11.98,27.42,11.75,16.71,0.35,27.53,4.26,51.05,ION-MARCEL CIOLACU,27.53,45.10833092,25.67311732,RURAL
PRAHOVA,PROVIȚA DE SUS,9.21,29.57,15.06,14.37,0.14,27.62,4.04,46.2,CĂLIN GEORGESCU,29.57,45.14012027,25.62733962,RURAL
PRAHOVA,PUCHENII MARI,11.87,32.64,18.29,12.38,0.19,15.13,9.5,49.09,CĂLIN GEORGESCU,32.64,44.82448232,26.09753654,RURAL
PRAHOVA,PĂCUREȚI,6.03,25.77,5.77,17.32,0.13,18.12,26.85,49.9,NICOLAE-IONEL CIUCĂ,26.85,45.14617965,26.14237209,RURAL
PRAHOVA,PĂULEȘTI,17.06,20.8,27.23,11.14,0.26,14.2,9.3,65.34,ELENA-VALERICA LASCONI,27.23,44.99817798,25.95551151,RURAL
PRAHOVA,RÂFOV,7.08,30.57,12.23,17.57,0.1,29.71,2.74,48.99,CĂLIN GEORGESCU,30.57,44.8505,26.20605769,RURAL
PRAHOVA,SALCIA,4.42,20.52,4.16,10.13,0,14.29,46.49,53.7,NICOLAE-IONEL CIUCĂ,46.49,45.18887869,26.32831356,RURAL
PRAHOVA,SCORȚENI,10.28,27.49,16.38,18.55,0.09,18.77,8.46,51.06,CĂLIN GEORGESCU,27.49,45.10265881,25.85936251,RURAL
PRAHOVA,SECĂRIA,10.5,22.76,11.25,19.95,0.26,29.67,5.63,41.89,ION-MARCEL CIOLACU,29.67,45.30706342,25.6660892,RURAL
PRAHOVA,STARCHIOJD,9.85,30.86,8.24,20.68,0,22.62,7.75,45.82,CĂLIN GEORGESCU,30.86,45.38342529,26.14938958,RURAL
PRAHOVA,SURANI,8.56,33.43,7.57,12.57,0.29,12.86,24.71,49.51,CĂLIN GEORGESCU,33.43,45.19082256,26.1682884,RURAL
PRAHOVA,SÂNGERU,7.75,33.14,6.71,23.14,0.07,25.9,3.29,39.01,CĂLIN GEORGESCU,33.14,45.14019953,26.35601285,RURAL
PRAHOVA,SĂLCIILE,7.38,23.62,9.13,12.75,0.27,43.89,2.95,58.73,ION-MARCEL CIOLACU,43.89,44.83233859,26.51072068,RURAL
PRAHOVA,TALEA,9.15,30.8,11.16,10.49,0.22,32.81,5.36,55.31,ION-MARCEL CIOLACU,32.81,45.22215356,25.55769,RURAL
PRAHOVA,TEIȘANI,10,29.4,16.92,20.98,0.13,15.72,6.84,54.85,CĂLIN GEORGESCU,29.4,45.22691202,26.00620687,RURAL
PRAHOVA,TELEGA,10.78,25.39,20.17,16.56,0.25,22.88,3.96,47.87,CĂLIN GEORGESCU,25.39,45.1357783,25.81406988,RURAL
PRAHOVA,TINOSU,15.56,25.12,14.39,16.27,0.35,18.04,10.26,46.42,CĂLIN GEORGESCU,25.12,44.81425218,26.01263399,RURAL
PRAHOVA,TOMȘANI,7.29,32.92,12.81,17.31,0.11,26.99,2.56,51.17,CĂLIN GEORGESCU,32.92,44.94478659,26.30500915,RURAL
PRAHOVA,TÂRGȘORU VECHI,13.99,31.81,23.02,13.59,0.2,14.05,3.35,50.02,CĂLIN GEORGESCU,31.81,44.8923955,25.92655169,RURAL
PRAHOVA,TĂTARU,5.52,14.94,9.66,28.05,0,34.25,7.59,70.84,ION-MARCEL CIOLACU,34.25,45.10134345,26.32715321,RURAL
PRAHOVA,VADU SĂPAT,7.74,34.68,11.94,10,0.32,19.35,15.97,47.28,CĂLIN GEORGESCU,34.68,45.03624813,26.38652923,RURAL
PRAHOVA,VALEA CĂLUGĂREASCĂ,10.25,32.07,13.38,15.67,0.2,19.87,8.56,47.24,CĂLIN GEORGESCU,32.07,44.95090337,26.16898531,RURAL
PRAHOVA,VALEA DOFTANEI,9.92,31.1,21.59,13.02,0.22,20.08,4.09,43.68,CĂLIN GEORGESCU,31.1,45.37518904,25.7469723,RURAL
PRAHOVA,VÂLCĂNEȘTI,9.84,26.13,14.03,15.82,0.28,22.35,11.55,49.97,CĂLIN GEORGESCU,26.13,45.13267106,25.93837997,RURAL
PRAHOVA,VĂRBILĂU,8.51,29.24,15.1,18.61,0.18,24.8,3.56,43.97,CĂLIN GEORGESCU,29.24,45.16773404,25.9651923,RURAL
PRAHOVA,ȘIRNA,9.38,30.82,15.26,13.18,0.18,20.43,10.75,46.07,CĂLIN GEORGESCU,30.82,44.79640667,25.951943,RURAL
PRAHOVA,ȘOIMARI,5.8,31.32,7.33,26.95,0.24,24.23,4.14,37.98,CĂLIN GEORGESCU,31.32,45.17001799,26.21136159,RURAL
PRAHOVA,ȘOTRILE,5.64,25.51,8.09,21.9,0.97,29.55,8.36,46.1,ION-MARCEL CIOLACU,29.55,45.21182399,25.71723534,RURAL
PRAHOVA,ȘTEFEȘTI,10.61,27.62,14.07,21.61,0,21.48,4.6,43.17,CĂLIN GEORGESCU,27.62,45.27939248,25.8688291,RURAL
SATU MARE,ACÂȘ,5.56,8.24,7.45,11.25,49.92,9.51,8.08,29.66,HUNOR KELEMEN,49.92,47.52442358,22.75386996,RURAL
SATU MARE,AGRIȘ,3.34,14.88,4.52,12.54,56.86,4.68,3.18,36.41,HUNOR KELEMEN,56.86,47.87992269,23.01156281,RURAL
SATU MARE,ANDRID,2.33,10.26,6.24,9.48,57.19,9.14,5.35,45.97,HUNOR KELEMEN,57.19,47.53104556,22.35799443,RURAL
SATU MARE,APA,6.79,27.02,11.84,16.36,13.67,13.67,10.66,44.33,CĂLIN GEORGESCU,27.02,47.76648755,23.20389169,RURAL
SATU MARE,BELTIUG,3.6,8.63,7.64,12.86,33.45,7.91,25.9,43.65,HUNOR KELEMEN,33.45,47.56383314,22.85194067,RURAL
SATU MARE,BERVENI,2.58,5.12,4.18,9.04,63.31,9.9,5.89,42.43,HUNOR KELEMEN,63.31,47.77171271,22.48378756,RURAL
SATU MARE,BIXAD,6.09,20.05,10.36,23.14,0.84,29.07,10.44,19.28,ION-MARCEL CIOLACU,29.07,47.94406531,23.4040599,RURAL
SATU MARE,BOGDAND,4.78,12.78,4.64,12.03,47.62,12.66,5.51,38.05,HUNOR KELEMEN,47.62,47.42714184,22.93288561,RURAL
SATU MARE,BOTIZ,8.23,20.44,13.43,17.12,21.57,8.42,10.79,32.97,HUNOR KELEMEN,21.57,47.83765924,22.95074418,RURAL
SATU MARE,BÂRSĂU,11.7,23.41,9.96,12.2,0.5,17.06,25.16,45.38,NICOLAE-IONEL CIUCĂ,25.16,47.59481511,23.22377162,RURAL
SATU MARE,BĂTARCI,4.67,18.29,4.22,18.83,15.69,17.53,20.78,31.62,NICOLAE-IONEL CIUCĂ,20.78,48.03478848,23.15929601,RURAL
SATU MARE,CEHAL,3.58,12.97,5.63,11.43,31.74,26.28,8.36,49.96,HUNOR KELEMEN,31.74,47.39417433,22.59941457,RURAL
SATU MARE,CERTEZE,7.2,19.04,6.9,19.14,0.42,21.76,25.52,19.53,NICOLAE-IONEL CIUCĂ,25.52,47.90644216,23.53091018,RURAL
SATU MARE,CIUMEȘTI,0.75,0.99,2.23,2.23,87.59,4.96,1.24,36.59,HUNOR KELEMEN,87.59,47.68113521,22.3205433,RURAL
SATU MARE,CRAIDOROLȚ,7.64,18.55,5.27,14.73,21.27,28.36,4.18,35.94,ION-MARCEL CIOLACU,28.36,47.59025319,22.69708062,RURAL
SATU MARE,CRUCIȘOR,4.55,21.84,7.38,15.51,1.9,33.12,15.72,46.3,ION-MARCEL CIOLACU,33.12,47.65211437,23.24617278,RURAL
SATU MARE,CULCIU,4.28,11.93,7.64,10.21,48.93,11.14,5.86,43.48,HUNOR KELEMEN,48.93,47.73679813,23.06573864,RURAL
SATU MARE,CĂLINEȘTI-OAȘ,6.08,28.63,9.52,19.56,0.62,25.02,10.57,27.85,CĂLIN GEORGESCU,28.63,47.91074229,23.27138999,RURAL
SATU MARE,CĂMIN,1.89,1.47,2.52,2.1,84.87,2.1,5.04,43.34,HUNOR KELEMEN,84.87,47.73792041,22.49181515,RURAL
SATU MARE,CĂMĂRZANA,4.74,21.72,6.24,13.55,0.65,10.54,42.58,24.21,NICOLAE-IONEL CIUCĂ,42.58,48.0045552,23.31021648,RURAL
SATU MARE,CĂPLENI,1.45,0.38,0.76,0.61,94.02,2.12,0.68,50.25,HUNOR KELEMEN,94.02,47.72900265,22.53709387,RURAL
SATU MARE,CĂUAȘ,4.67,11.29,6.99,10.67,42.33,18.53,5.52,43.11,HUNOR KELEMEN,42.33,47.58599537,22.55106179,RURAL
SATU MARE,DOBA,7.89,19.14,10.16,12.54,14.49,17.19,18.59,39.27,CĂLIN GEORGESCU,19.14,47.74464999,22.68458346,RURAL
SATU MARE,DOROLȚ,1.27,2.48,2.6,1.69,87.67,3.08,1.21,52.17,HUNOR KELEMEN,87.67,47.8475,22.79951923,RURAL
SATU MARE,FOIENI,1.32,0.66,2.91,0.53,91.27,2.65,0.66,47.53,HUNOR KELEMEN,91.27,47.70462139,22.35828257,RURAL
SATU MARE,GHERȚA MICĂ,9.94,30.62,10.59,16.78,0.33,25.9,5.86,21.78,CĂLIN GEORGESCU,30.62,47.93401471,23.21750048,RURAL
SATU MARE,HALMEU,6.5,15.42,6.01,15.34,41.48,11.12,4.14,31.13,HUNOR KELEMEN,41.48,47.97547253,23.05308594,RURAL
SATU MARE,HODOD,3.23,6.63,3.9,4,71.32,8.98,1.95,47.12,HUNOR KELEMEN,71.32,47.40100391,23.04922767,RURAL
SATU MARE,HOMOROADE,8.01,18.61,13.62,18.76,2.12,30.26,8.62,49.09,ION-MARCEL CIOLACU,30.26,47.63237656,23.06875939,RURAL
SATU MARE,LAZURI,3.03,4.39,3.92,4.56,76.55,5.81,1.76,44.97,HUNOR KELEMEN,76.55,47.89530012,22.88026795,RURAL
SATU MARE,MEDIEȘU AURIT,6.81,21.54,10.27,19.26,13.25,17.27,11.61,37.76,CĂLIN GEORGESCU,21.54,47.80214809,23.14338521,RURAL
SATU MARE,MICULA,7.07,14.87,4.35,17.5,43.61,8.7,3.9,34.26,HUNOR KELEMEN,43.61,47.91876376,22.96218321,RURAL
SATU MARE,MOFTIN,5.98,22.29,6.2,14.91,17.58,27.63,5.42,37.18,ION-MARCEL CIOLACU,27.63,47.67499962,22.62759542,RURAL
SATU MARE,MUNICIPIUL CAREI,6.64,8.86,10.77,7.71,48.62,12.18,5.21,37.69,HUNOR KELEMEN,48.62,47.66764354,22.48030261,URBAN
SATU MARE,MUNICIPIUL SATU MARE,10.53,11.91,15.65,9.29,32.47,13.84,6.33,42.29,HUNOR KELEMEN,32.47,47.79073092,22.8525892,URBAN
SATU MARE,ODOREU,8.92,18.27,17.57,10.84,17.57,12.03,14.8,38.4,CĂLIN GEORGESCU,18.27,47.80180667,22.99638031,RURAL
SATU MARE,ORAȘ ARDUD,7.22,19.1,18.9,17.78,14.31,15.13,7.54,34.65,CĂLIN GEORGESCU,19.1,47.64560825,22.87595214,URBAN
SATU MARE,ORAȘ LIVADA,3.51,11.05,4.25,8.46,61.77,8,2.96,38.65,HUNOR KELEMEN,61.77,47.86785279,23.12967582,URBAN
SATU MARE,ORAȘ NEGREȘTI-OAȘ,8.26,20.16,16.11,12.14,1.61,32.13,9.58,30.59,ION-MARCEL CIOLACU,32.13,47.849329,23.47682432,URBAN
SATU MARE,ORAȘ TĂȘNAD,7.13,15.23,8.52,11.58,28.39,21.85,7.28,42.27,HUNOR KELEMEN,28.39,47.48449693,22.60205268,URBAN
SATU MARE,ORAȘU NOU,3.58,7.87,5.69,9,62.4,7.31,4.15,47.69,HUNOR KELEMEN,62.4,47.85482146,23.29706749,URBAN
SATU MARE,PETREȘTI,3.74,4.22,4.68,4.45,73.3,6.79,2.81,28.35,HUNOR KELEMEN,73.3,47.5954932,22.37392964,RURAL
SATU MARE,PIR,3.12,2.88,3.12,4.8,62.83,15.35,7.91,35.22,HUNOR KELEMEN,62.83,47.46161296,22.38421199,RURAL
SATU MARE,PIȘCOLT,4,13.13,9.59,12.29,26.72,14.9,19.37,45.13,HUNOR KELEMEN,26.72,47.58845287,22.27002986,RURAL
SATU MARE,POMI,7.38,21.47,10.67,17.41,0.51,33.93,8.64,52.46,ION-MARCEL CIOLACU,33.93,47.67895844,23.31325517,RURAL
SATU MARE,PORUMBEȘTI,2.09,1.74,0.93,1.86,90.02,2.67,0.7,42.7,HUNOR KELEMEN,90.02,47.97926668,22.96644974,RURAL
SATU MARE,PĂULEȘTI,8.69,11.78,10.96,8.6,26.53,10.53,22.91,47.01,HUNOR KELEMEN,26.53,47.73971757,22.94666797,RURAL
SATU MARE,RACȘA,7.37,8.83,4.59,29.87,0.85,45.71,2.78,34.71,ION-MARCEL CIOLACU,45.71,47.80885842,23.3385811,RURAL
SATU MARE,SANISLĂU,4.03,10.53,8.26,13.52,44.58,12.38,6.71,34.36,HUNOR KELEMEN,44.58,47.64567154,22.29061119,RURAL
SATU MARE,SANTĂU,2.9,12.45,4.57,9.53,16.73,7.3,46.5,52.77,NICOLAE-IONEL CIUCĂ,46.5,47.51418945,22.47895799,RURAL
SATU MARE,SOCOND,2.2,10.2,3.62,8.87,0.57,18.59,55.96,53,NICOLAE-IONEL CIUCĂ,55.96,47.53400964,22.98744764,RURAL
SATU MARE,SUPUR,6.31,16.72,6.09,13.17,26.66,17.33,13.71,41.18,HUNOR KELEMEN,26.66,47.46395009,22.81708523,RURAL
SATU MARE,SĂCĂȘENI,5.09,9.12,4.83,14.21,43.43,19.84,3.49,41.41,HUNOR KELEMEN,43.43,47.45040464,22.68333768,RURAL
SATU MARE,SĂUCA,2.82,6.62,6.79,7.12,10.43,15.89,50.33,56.91,NICOLAE-IONEL CIUCĂ,50.33,47.45327467,22.48892143,RURAL
SATU MARE,TARNA MARE,7.85,21.53,6.26,20.68,4.03,33.09,6.57,31.11,ION-MARCEL CIOLACU,33.09,48.08175076,23.20451621,RURAL
SATU MARE,TEREBEȘTI,5.35,17.24,11.14,17.09,3.42,35.96,9.81,44.76,ION-MARCEL CIOLACU,35.96,47.67328487,22.74735948,RURAL
SATU MARE,TIREAM,5.01,11.31,6.46,10.99,46.37,14.05,5.82,34.44,HUNOR KELEMEN,46.37,47.5916934,22.45529842,RURAL
SATU MARE,TURULUNG,2.5,7.83,2.7,10.25,62.81,9.51,4.38,32.58,HUNOR KELEMEN,62.81,47.92898787,23.08723295,RURAL
SATU MARE,TURȚ,6.16,30.96,12.95,14.96,0.58,18.58,15.82,27.43,CĂLIN GEORGESCU,30.96,47.99421029,23.20663362,RURAL
SATU MARE,TÂRȘOLȚ,5.88,15.58,10.16,15.8,0.9,8.58,43.12,18.24,NICOLAE-IONEL CIUCĂ,43.12,47.96004706,23.33189217,RURAL
SATU MARE,URZICENI,2.35,4.69,2.93,2.54,80.66,3.71,3.12,42.08,HUNOR KELEMEN,80.66,47.73233368,22.3833291,RURAL
SATU MARE,VALEA VINULUI,6.11,18.78,15.08,19.2,0.57,29.59,10.67,47.07,ION-MARCEL CIOLACU,29.59,47.68440235,23.18285631,RURAL
SATU MARE,VAMA,7.87,21.98,8.75,14.59,29.47,9.63,7.68,30.65,HUNOR KELEMEN,29.47,47.81091612,23.41756938,RURAL
SATU MARE,VETIȘ,8.08,16.88,10.37,9.4,37.01,13.68,4.58,35.2,HUNOR KELEMEN,37.01,47.78268238,22.74693891,RURAL
SATU MARE,VIILE SATU MARE,7.07,11.24,8.38,11.17,47.8,9.12,5.21,51.54,HUNOR KELEMEN,47.8,47.66701262,22.97694628,RURAL
SIBIU,ALMA,5.25,19.55,9.24,14.29,5.8,14.82,31.04,62.34,NICOLAE-IONEL CIUCĂ,31.04,46.2298487,24.46714383,RURAL
SIBIU,ALȚINA,2.72,18.14,6.42,9.95,0.32,54.74,7.7,44.72,ION-MARCEL CIOLACU,54.74,45.9448076,24.47296812,RURAL
SIBIU,APOLDU DE JOS,8.82,31.49,13.81,14.55,0,23.39,7.92,53.83,CĂLIN GEORGESCU,31.49,45.90357242,23.85853287,RURAL
SIBIU,ARPAȘU DE JOS,9.02,36.07,10.12,15.03,0.9,18.34,10.52,44.78,CĂLIN GEORGESCU,36.07,45.72314972,24.63471668,RURAL
SIBIU,AXENTE SEVER,9.16,33.98,11.17,17.77,0.47,11.09,16.37,38.89,CĂLIN GEORGESCU,33.98,46.06924551,24.2336179,RURAL
SIBIU,AȚEL,6.2,23.26,7.56,12.02,1.36,11.05,38.57,38.91,NICOLAE-IONEL CIUCĂ,38.57,46.15681284,24.47936395,RURAL
SIBIU,BAZNA,7.32,32.46,13.47,15.91,0.99,20.43,9.4,38.12,CĂLIN GEORGESCU,32.46,46.20745042,24.25457399,RURAL
SIBIU,BIERTAN,5.51,23.27,8.44,15.98,1.02,12.66,33.12,34.03,NICOLAE-IONEL CIUCĂ,33.12,46.10794135,24.53081382,RURAL
SIBIU,BLĂJEL,5.82,23.51,9.61,15.3,3.67,13.4,28.7,44.49,NICOLAE-IONEL CIUCĂ,28.7,46.22259803,24.33378548,RURAL
