jud,uat,ALTII_pct,CĂLIN GEORGESCU_pct,ELENA-VALERICA LASCONI_pct,GEORGE-NICOLAE SIMION_pct,HUNOR KELEMEN_pct,ION-MARCEL CIOLACU_pct,NICOLAE-IONEL CIUCĂ_pct,Prezenta,Castigator,Procent castigator,Lat,Long,Mediu
ALBA,ALBAC,7.58,28.15,8.81,17.5,0.49,23.99,13.46,52.6,CĂLIN GEORGESCU,28.15,46.46827,22.96154164,RURAL
ALBA,ALMAȘU MARE,7.72,20.34,10.55,20.15,1.51,15.07,24.67,54.46,NICOLAE-IONEL CIUCĂ,24.67,46.08212426,23.14512303,RURAL
ALBA,ARIEȘENI,5.92,11.04,7.19,11.56,0.31,15.42,48.54,76.52,NICOLAE-IONEL CIUCĂ,48.54,46.49683807,22.73972809,RURAL
ALBA,AVRAM IANCU,5.32,22.53,6.96,19.23,0,34.8,11.17,48.73,ION-MARCEL CIOLACU,34.8,46.37854481,22.77661577,RURAL
ALBA,BERGHIN,4.56,22.69,8.65,21.05,0.7,12.63,29.71,57.05,NICOLAE-IONEL CIUCĂ,29.71,46.07019956,23.7288281,RURAL
ALBA,BISTRA,5.84,26.38,7.11,24.79,0.41,17.69,17.8,46.59,CĂLIN GEORGESCU,26.38,46.43312576,23.13575911,RURAL
ALBA,BLANDIANA,11.41,20.67,9.74,13.78,0.71,11.4,32.3,56.97,NICOLAE-IONEL CIUCĂ,32.3,45.9941191,23.35917355,RURAL
ALBA,BUCERDEA GRÂNOASĂ,4.12,19.84,8.26,34.94,9.06,6.45,17.32,55.98,GEORGE-NICOLAE SIMION,34.94,46.2117024,23.85386611,RURAL
ALBA,BUCIUM,7.72,14.63,5.47,21.06,0.96,38.1,12.06,53.9,ION-MARCEL CIOLACU,38.1,46.255961,23.17073147,RURAL
ALBA,CENADE,6.99,22.94,4.99,11.72,0.25,5.74,47.38,51.54,NICOLAE-IONEL CIUCĂ,47.38,46.05520157,23.99816304,RURAL
ALBA,CERGĂU,6.92,23.98,11.85,13.54,0.56,10.72,32.44,58.99,NICOLAE-IONEL CIUCĂ,32.44,46.09008611,23.93990436,RURAL
ALBA,CERU-BĂCĂINȚI,4.47,10.83,6.37,7.01,0.64,29.94,40.76,80.1,NICOLAE-IONEL CIUCĂ,40.76,46.0066966,23.27546089,RURAL
ALBA,CETATEA DE BALTĂ,6.22,22.35,6.8,16.62,9.91,8.75,29.35,44.87,NICOLAE-IONEL CIUCĂ,29.35,46.22192469,24.18110232,RURAL
ALBA,CIUGUD,14.81,21.1,16.29,13.6,0.4,11.97,21.85,73.84,NICOLAE-IONEL CIUCĂ,21.85,46.06212608,23.63663026,RURAL
ALBA,CIURULEASA,5.62,13.31,4.61,25.43,0.34,45.9,4.78,65.94,ION-MARCEL CIOLACU,45.9,46.24396548,23.01599436,RURAL
ALBA,CRICĂU,10.19,21.65,9.32,18.74,0.19,15.24,24.66,64.42,NICOLAE-IONEL CIUCĂ,24.66,46.19610606,23.53186777,RURAL
ALBA,CRĂCIUNELU DE JOS,7.35,26.88,14.66,16.81,0.88,11.24,22.19,59.89,CĂLIN GEORGESCU,26.88,46.16001764,23.8272229,RURAL
ALBA,CUT,7.89,20.72,9.21,12.83,0.16,22.2,26.97,59.39,NICOLAE-IONEL CIUCĂ,26.97,45.95271063,23.66830617,RURAL
ALBA,CÂLNIC,7.29,22.88,5.05,14.07,0.32,11.71,38.67,63.21,NICOLAE-IONEL CIUCĂ,38.67,45.88506447,23.65327454,RURAL
ALBA,DAIA ROMÂNĂ,6.54,28.97,9.11,10.89,0.36,9.25,34.88,55.99,NICOLAE-IONEL CIUCĂ,34.88,46.00235329,23.66151026,RURAL
ALBA,DOȘTAT,5.79,25.24,7.71,10.79,0,11.95,38.54,64.89,NICOLAE-IONEL CIUCĂ,38.54,45.9621205,23.81799317,RURAL
ALBA,FĂRĂU,4.44,12.18,5.2,7.74,4.19,10.41,55.84,66.91,NICOLAE-IONEL CIUCĂ,55.84,46.33013675,24.04070285,RURAL
ALBA,GALDA DE JOS,8.97,24.77,15.02,16.53,3.86,12.83,18.04,54.17,CĂLIN GEORGESCU,24.77,46.21606142,23.56649334,RURAL
ALBA,GÂRBOVA,6.58,30.23,8.09,12.52,0.31,13.28,29.01,40.51,CĂLIN GEORGESCU,30.23,45.85613629,23.70162192,RURAL
ALBA,GÂRDA DE SUS,9.17,19.69,7.81,17.15,0.17,30.56,15.45,49.51,ION-MARCEL CIOLACU,30.56,46.47851486,22.80731992,RURAL
ALBA,HOPÂRTA,8.76,15.59,6.24,14.04,1.75,10.14,43.47,60.67,NICOLAE-IONEL CIUCĂ,43.47,46.33054574,23.90668086,RURAL
ALBA,HOREA,5.68,21.83,6.48,23.02,0.53,13.36,29.1,49.27,NICOLAE-IONEL CIUCĂ,29.1,46.52023086,22.94693773,RURAL
ALBA,IGHIU,11.53,25.15,12.59,16.41,0.5,11.26,22.56,52.47,CĂLIN GEORGESCU,25.15,46.16331487,23.47154355,RURAL
ALBA,JIDVEI,5.03,20.96,5.16,12.99,0.83,9.07,45.97,53.52,NICOLAE-IONEL CIUCĂ,45.97,46.22396979,24.09911047,RURAL
ALBA,LIVEZILE,7.47,19.52,7.9,14.16,0.75,17.73,32.49,67.45,NICOLAE-IONEL CIUCĂ,32.49,46.37710192,23.56007244,RURAL
ALBA,LOPADEA NOUĂ,3.56,15.14,3.47,7.11,39.34,7.95,23.43,56.63,HUNOR KELEMEN,39.34,46.27666922,23.84921204,RURAL
ALBA,LUNCA MUREȘULUI,8.79,25.6,9.03,17.44,17.94,12.42,8.78,41.34,CĂLIN GEORGESCU,25.6,46.43418473,23.91697976,RURAL
ALBA,LUPȘA,7.97,21.32,5.97,22.35,0.64,22.75,19.01,52.6,ION-MARCEL CIOLACU,22.75,46.36464807,23.20155995,RURAL
ALBA,METEȘ,8.72,25.96,7.2,17.67,0.59,14.99,24.87,54.56,CĂLIN GEORGESCU,25.96,46.10977922,23.39369513,RURAL
ALBA,MIHALȚ,6.31,27.36,8.62,12.76,0.61,16.56,27.77,56.49,NICOLAE-IONEL CIUCĂ,27.77,46.16115198,23.75062116,RURAL
ALBA,MIRĂSLĂU,6.85,19.47,11.45,11.32,17.56,20.1,13.23,50.34,ION-MARCEL CIOLACU,20.1,46.38223111,23.68771063,RURAL
ALBA,MOGOȘ,8.7,12.61,8.41,18.62,0,11.11,40.54,54.15,NICOLAE-IONEL CIUCĂ,40.54,46.27850891,23.30965243,RURAL
ALBA,MUNICIPIUL AIUD,10.25,19.48,13.45,13.45,11.11,23.15,9.11,48.61,ION-MARCEL CIOLACU,23.15,46.30802007,23.69188979,URBAN
ALBA,MUNICIPIUL ALBA IULIA,17.78,20.2,22.37,13.22,1.22,13.24,11.96,53.94,ELENA-VALERICA LASCONI,22.37,46.06528662,23.55622955,URBAN
ALBA,MUNICIPIUL BLAJ,11.75,20.89,15.49,14.47,2.92,13.13,21.35,48.7,NICOLAE-IONEL CIUCĂ,21.35,46.14339721,23.91507535,URBAN
ALBA,MUNICIPIUL SEBEȘ,12.04,25.98,18.5,14.81,0.53,11.97,16.16,49.29,CĂLIN GEORGESCU,25.98,45.94770842,23.57326767,URBAN
ALBA,NOȘLAC,8.77,24.61,8.62,13.79,10.19,13.01,21,44.1,CĂLIN GEORGESCU,24.61,46.40411233,23.97095249,RURAL
ALBA,OCOLIȘ,7.6,11.68,10.41,19.8,0.25,9.64,40.61,93.3,NICOLAE-IONEL CIUCĂ,40.61,46.49549515,23.43113847,RURAL
ALBA,OHABA,7.85,13.21,5.97,17.3,1.26,16.35,38.05,68.88,NICOLAE-IONEL CIUCĂ,38.05,46.08718627,23.8060118,RURAL
ALBA,ORAȘ ABRUD,10.41,20.04,9.73,17.96,0.73,30.14,10.98,45.82,ION-MARCEL CIOLACU,30.14,46.27492363,23.06339325,URBAN
ALBA,ORAȘ BAIA DE ARIEȘ,8.46,16.28,10.22,38.47,0.58,14.96,11.02,44.23,GEORGE-NICOLAE SIMION,38.47,46.38179159,23.29558351,URBAN
ALBA,ORAȘ CUGIR,11.19,18.86,15.3,14.44,0.75,24.2,15.25,46.16,ION-MARCEL CIOLACU,24.2,45.73033872,23.43401915,URBAN
ALBA,ORAȘ CÂMPENI,7.51,22.61,8.58,20.15,0.61,20.12,20.41,54.51,CĂLIN GEORGESCU,22.61,46.40958755,23.04467462,URBAN
ALBA,ORAȘ OCNA MUREȘ,12.22,23.63,13.22,14.73,3.75,16.76,15.69,41.81,CĂLIN GEORGESCU,23.63,46.37618648,23.84060936,URBAN
ALBA,ORAȘ TEIUȘ,10.13,24.25,12.82,19.41,1.53,21.11,10.73,51.71,CĂLIN GEORGESCU,24.25,46.21351346,23.71608181,URBAN
ALBA,ORAȘ ZLATNA,7.67,21.89,8.54,19.05,0.98,16.01,25.85,52.25,NICOLAE-IONEL CIUCĂ,25.85,46.14541715,23.2218075,URBAN
ALBA,PIANU,7.18,35.68,11.98,17.54,0.34,11.98,15.3,51.29,CĂLIN GEORGESCU,35.68,45.85061527,23.4895474,RURAL
ALBA,POIANA VADULUI,7.03,28.52,6.67,22.22,0.37,20.37,14.81,32.54,CĂLIN GEORGESCU,28.52,46.40630019,22.8597653,RURAL
ALBA,PONOR,8.11,11.56,4.69,33.44,0.62,6.25,35.31,63.42,NICOLAE-IONEL CIUCĂ,35.31,46.33119756,23.39527294,RURAL
ALBA,POȘAGA,9.26,11.81,17.13,16.44,0.46,24.77,20.14,55.56,ION-MARCEL CIOLACU,24.77,46.46001433,23.34511591,RURAL
ALBA,RIMETEA,2.58,2.58,11.13,6.76,71.17,3.58,2.19,59.65,HUNOR KELEMEN,71.17,46.44335629,23.5608748,RURAL
ALBA,ROȘIA DE SECAȘ,7.2,18.92,6.85,22.34,0.18,16.04,28.47,46.81,NICOLAE-IONEL CIUCĂ,28.47,46.04736857,23.85715205,RURAL
ALBA,ROȘIA MONTANĂ,5.51,16.42,6.9,25.93,1.03,17.54,26.68,51.51,NICOLAE-IONEL CIUCĂ,26.68,46.31153803,23.09524143,RURAL
ALBA,RÂMEȚ,8.25,13.56,8.78,10.9,1.86,40.96,15.69,83.81,ION-MARCEL CIOLACU,40.96,46.32707859,23.50670993,RURAL
ALBA,RĂDEȘTI,5.16,14.01,6.53,10.2,11.29,12.38,40.41,71.02,NICOLAE-IONEL CIUCĂ,40.41,46.250766,23.75561567,RURAL
ALBA,SCĂRIȘOARA,6.15,11.87,2.46,17.05,0.14,11.6,50.75,65.53,NICOLAE-IONEL CIUCĂ,50.75,46.47567921,22.87665618,RURAL
ALBA,SOHODOL,8.31,19.38,7.61,21.8,0.52,16.26,26.12,43.26,NICOLAE-IONEL CIUCĂ,26.12,46.32383255,22.99266454,RURAL
ALBA,STREMȚ,10.06,26.48,11.09,15.13,0.6,16.34,20.29,58.87,CĂLIN GEORGESCU,26.48,46.2569318,23.60132007,RURAL
ALBA,SÂNCEL,5.92,26.55,9.85,18.2,0.47,26.92,12.1,52.24,ION-MARCEL CIOLACU,26.92,46.20886984,23.95431358,RURAL
ALBA,SÂNTIMBRU,9.94,22.77,12.97,22.69,1.01,13.69,16.93,57.65,CĂLIN GEORGESCU,22.77,46.12601656,23.66554469,RURAL
ALBA,SĂLCIUA,6.68,25.08,8.96,21.5,0.65,14.66,22.48,51.71,CĂLIN GEORGESCU,25.08,46.39426459,23.39876608,RURAL
ALBA,SĂLIȘTEA,9.21,27.22,10.94,15.25,0.43,20.41,16.54,61.78,CĂLIN GEORGESCU,27.22,45.89489177,23.42403324,RURAL
ALBA,SĂSCIORI,7.29,28.76,14.87,20.2,0.49,9.99,18.42,47.35,CĂLIN GEORGESCU,28.76,45.82139537,23.56289003,RURAL
ALBA,UNIREA,8.97,19.04,11.2,17.28,8.02,16.1,19.4,45.7,NICOLAE-IONEL CIUCĂ,19.4,46.42704043,23.77179489,RURAL
ALBA,VADU MOȚILOR,3.25,20.25,3.44,23.87,0.18,18.26,30.74,54.7,NICOLAE-IONEL CIUCĂ,30.74,46.41272371,22.96223364,RURAL
ALBA,VALEA LUNGĂ,8.55,19.77,7.93,38.11,0.89,8.82,15.94,46.37,GEORGE-NICOLAE SIMION,38.11,46.14004824,24.07625315,RURAL
ALBA,VIDRA,10.29,16.06,10.11,22.92,0.72,31.95,7.94,45.18,ION-MARCEL CIOLACU,31.95,46.3648946,22.92697831,RURAL
ALBA,VINȚU DE JOS,8.9,31.15,15.8,20.93,0.66,13.81,8.76,51.32,CĂLIN GEORGESCU,31.15,46.01483494,23.45475002,RURAL
ALBA,ÎNTREGALDE,8.57,19.64,7.5,11.43,1.07,9.64,42.14,59.08,NICOLAE-IONEL CIUCĂ,42.14,46.24014482,23.38267491,RURAL
ALBA,ȘIBOT,7.39,25.7,10.65,18.97,0.47,20.37,16.45,54.91,CĂLIN GEORGESCU,25.7,45.93880523,23.32688569,RURAL
ALBA,ȘONA,6.85,25.29,6.96,13.14,12.37,10.33,25.07,53.33,CĂLIN GEORGESCU,25.29,46.25466668,24.0115516,RURAL
ALBA,ȘPRING,8.4,24.88,10.24,18.83,0.49,15.61,21.56,51.55,CĂLIN GEORGESCU,24.88,45.98042759,23.75313172,RURAL
ALBA,ȘUGAG,6.89,30.21,19.13,12.04,0.14,8.53,23.06,65.57,CĂLIN GEORGESCU,30.21,45.62533692,23.59505,RURAL
ARAD,ALMAȘ,11.29,29.08,7.01,24.27,0.63,14.12,13.6,48.88,CĂLIN GEORGESCU,29.08,46.26553626,22.2256045,RURAL
ARAD,APATEU,6.23,31.23,8.15,13.74,0.32,31.63,8.71,46.54,ION-MARCEL CIOLACU,31.63,46.63304326,21.8136328,RURAL
ARAD,ARCHIȘ,9.17,20.23,6.84,16.3,0.73,35.37,11.35,59.15,ION-MARCEL CIOLACU,35.37,46.49851813,22.12526049,RURAL
ARAD,BATA,9.65,25.17,4.72,19.33,0.22,17.98,22.92,54.21,CĂLIN GEORGESCU,25.17,45.9990267,22.0460892,RURAL
ARAD,BELIU,7.71,19.44,8.24,21.07,0.23,17.42,25.89,53.32,NICOLAE-IONEL CIUCĂ,25.89,46.52218307,21.9858083,RURAL
ARAD,BIRCHIȘ,4.1,17.58,4.11,28.93,0.5,22.07,22.69,56.63,GEORGE-NICOLAE SIMION,28.93,45.95696029,22.19123733,RURAL
ARAD,BOCSIG,6.19,24.9,8.3,26.61,0.49,15.38,18.14,47.3,GEORGE-NICOLAE SIMION,26.61,46.4210468,21.96504795,RURAL
ARAD,BRAZII,7.03,25.08,5.27,18.69,0.16,16.45,27.32,65.25,NICOLAE-IONEL CIUCĂ,27.32,46.19534964,22.32351977,RURAL
ARAD,BUTENI,6.1,20.6,5.56,18.48,0.4,18.81,30.07,58.22,NICOLAE-IONEL CIUCĂ,30.07,46.32173889,22.08666428,RURAL
ARAD,BÂRSA,7.94,16.69,6.05,15.79,0.67,29.34,23.52,62.72,ION-MARCEL CIOLACU,29.34,46.37726659,22.04709184,RURAL
ARAD,BÂRZAVA,8.04,23.56,7.46,17.88,0.85,37.2,5,63.3,ION-MARCEL CIOLACU,37.2,46.12364878,22.06967513,RURAL
ARAD,CERMEI,6.71,21.5,6.63,18.37,0.38,14.49,31.91,49.95,NICOLAE-IONEL CIUCĂ,31.91,46.54512661,21.8457911,RURAL
ARAD,CHISINDIA,5.93,18.77,9.58,23.56,0.77,18.97,22.41,52.81,GEORGE-NICOLAE SIMION,23.56,46.23640191,22.10585926,RURAL
ARAD,CONOP,7.17,27.59,8.1,14.94,1.37,18.13,22.69,52.95,CĂLIN GEORGESCU,27.59,46.12199328,21.84642477,RURAL
ARAD,COVĂSINȚ,10.64,22.64,9.03,20.49,0.54,12.8,23.85,36.9,NICOLAE-IONEL CIUCĂ,23.85,46.21040627,21.59058255,RURAL
ARAD,CRAIVA,8.62,21.26,5.52,16.49,0.42,39.08,8.62,55.7,ION-MARCEL CIOLACU,39.08,46.59613413,21.98382214,RURAL
ARAD,CĂRAND,10.15,27.83,6.13,14.15,0.94,25.24,15.57,48.76,CĂLIN GEORGESCU,27.83,46.44933337,22.05800204,RURAL
ARAD,DEZNA,9.14,17.35,9.33,16.04,0.19,38.81,9.14,56.7,ION-MARCEL CIOLACU,38.81,46.41210447,22.26163103,RURAL
ARAD,DIECI,6.62,20.38,7.08,15.17,0.43,23.7,26.59,59.53,NICOLAE-IONEL CIUCĂ,26.59,46.34488265,22.26523789,RURAL
ARAD,DOROBANȚI,2.26,5.54,4.69,4.4,78.84,2.84,1.42,53,HUNOR KELEMEN,78.84,46.35112673,21.23102885,RURAL
ARAD,FELNAC,5.76,26.99,9.16,15.39,0.24,38.91,3.55,50.52,ION-MARCEL CIOLACU,38.91,46.11053441,21.13868448,RURAL
ARAD,FRUMUȘENI,6.95,31.46,12.83,19.79,0.89,10.34,17.74,48.62,CĂLIN GEORGESCU,31.46,46.08744715,21.45163851,RURAL
ARAD,FÂNTÂNELE,9.71,28.27,11.02,14.9,4.92,10.12,21.07,46.45,CĂLIN GEORGESCU,28.27,46.09079905,21.38613022,RURAL
ARAD,GHIOROC,11.56,21.28,12.55,16.01,5.27,11.05,22.28,46.74,NICOLAE-IONEL CIUCĂ,22.28,46.16638788,21.57889896,RURAL
ARAD,GRĂNICERI,5.05,33.09,8.53,24.57,0.29,9.54,18.93,35.1,CĂLIN GEORGESCU,33.09,46.50198872,21.3297415,RURAL
ARAD,GURAHONȚ,11.01,20.96,6.65,20.39,0.72,18.81,21.46,47.28,NICOLAE-IONEL CIUCĂ,21.46,46.30208966,22.36192398,RURAL
ARAD,HĂLMAGIU,4.27,13.48,4.65,23.4,0.32,17.97,35.93,63.93,NICOLAE-IONEL CIUCĂ,35.93,46.28958034,22.57896848,RURAL
ARAD,HĂLMĂGEL,4.16,23.91,5.73,16.21,0.2,18.77,31.03,59.03,NICOLAE-IONEL CIUCĂ,31.03,46.31306894,22.66131069,RURAL
ARAD,HĂȘMAȘ,8.73,18.91,7.98,20.53,0.59,12.26,31.02,70.49,NICOLAE-IONEL CIUCĂ,31.02,46.54898697,22.1009995,RURAL
ARAD,IGNEȘTI,8.9,14.94,9.48,24.71,0.86,9.77,31.32,62.02,NICOLAE-IONEL CIUCĂ,31.32,46.4513052,22.18152503,RURAL
ARAD,IRATOȘU,5.34,20.67,12.62,15.13,34.06,6.96,5.22,43.81,HUNOR KELEMEN,34.06,46.28765182,21.19977868,RURAL
ARAD,LIVADA,19.83,22.65,20.26,13.28,3.92,12.59,7.46,54.06,CĂLIN GEORGESCU,22.65,46.2225101,21.39327669,RURAL
ARAD,MACEA,6.92,27.04,11.15,27.04,0.71,12.53,14.61,34.26,CĂLIN GEORGESCU,27.04,46.39634465,21.3313897,RURAL
ARAD,MIȘCA,3.93,19.06,5.01,18.16,38.13,9.86,5.83,44.27,HUNOR KELEMEN,38.13,46.61844659,21.6500593,RURAL
ARAD,MONEASA,11.14,13.64,8.08,10.95,2.15,26.93,27.11,75.84,NICOLAE-IONEL CIUCĂ,27.11,46.46350163,22.28894963,RURAL
ARAD,MUNICIPIUL ARAD,16.2,20.62,21.47,13.79,5.45,13.95,8.51,47.3,ELENA-VALERICA LASCONI,21.47,46.17458464,21.27926227,URBAN
ARAD,OLARI,5.75,28.26,7.92,15.84,15.99,6.21,20.03,41.71,CĂLIN GEORGESCU,28.26,46.39586864,21.55836366,RURAL
ARAD,ORAȘ CHIȘINEU-CRIȘ,8.36,24.17,13.29,17.65,9.58,14.59,12.36,42.86,CĂLIN GEORGESCU,24.17,46.50045341,21.52107165,URBAN
ARAD,ORAȘ CURTICI,12.81,26.95,11.94,21.76,1.68,12.26,12.61,36.32,CĂLIN GEORGESCU,26.95,46.34250153,21.27938602,URBAN
ARAD,ORAȘ INEU,11.21,27.34,10,18.63,1.88,15.2,15.73,47.87,CĂLIN GEORGESCU,27.34,46.42584523,21.85493502,URBAN
ARAD,ORAȘ LIPOVA,12.48,26.82,11.89,18.21,0.76,20.07,9.76,43.37,CĂLIN GEORGESCU,26.82,46.07714937,21.6865449,URBAN
ARAD,ORAȘ NĂDLAC,11.61,23.9,19.84,15.55,1.82,11.42,15.86,42.46,CĂLIN GEORGESCU,23.9,46.2153399,20.80294922,URBAN
ARAD,ORAȘ PECICA,7.94,21.58,11.25,22.02,13.59,8.12,15.48,47.04,GEORGE-NICOLAE SIMION,22.02,46.20597651,21.07073094,URBAN
ARAD,ORAȘ PÂNCOTA,13.34,27.05,10.94,21.2,2.03,19.98,5.45,39.31,CĂLIN GEORGESCU,27.05,46.32938008,21.70049701,URBAN
ARAD,ORAȘ SEBIȘ,13.41,20.26,10.39,15.39,1.08,13.53,25.95,46.21,NICOLAE-IONEL CIUCĂ,25.95,46.416,22.11495833,URBAN
ARAD,ORAȘ SÂNTANA,8.94,31.69,11.89,20.87,0.9,13.87,11.86,33.5,CĂLIN GEORGESCU,31.69,46.33812971,21.49946058,URBAN
ARAD,PEREGU MARE,7.19,14.35,6.86,13.4,45.93,6.06,6.22,42.67,HUNOR KELEMEN,45.93,46.24744366,20.9287658,RURAL
ARAD,PETRIȘ,9.41,19.12,7.7,22.54,0.43,16.69,24.11,67.37,NICOLAE-IONEL CIUCĂ,24.11,46.08613447,22.39146231,RURAL
ARAD,PILU,8.06,36.75,11.71,12.59,0.73,24.16,6,40.65,CĂLIN GEORGESCU,36.75,46.59061937,21.36149954,RURAL
ARAD,PLEȘCUȚA,7.57,13.53,8.72,18.35,0.46,20.87,30.5,50.45,NICOLAE-IONEL CIUCĂ,30.5,46.27879833,22.44291526,RURAL
ARAD,PĂULIȘ,10.86,22.88,10.17,36.22,0.92,9.59,9.36,49.2,GEORGE-NICOLAE SIMION,36.22,46.158,21.67605147,RURAL
ARAD,SECUSIGIU,6.34,32.43,8.93,27.23,2.34,16.59,6.14,34.2,CĂLIN GEORGESCU,32.43,46.09106045,21.01444259,RURAL
ARAD,SELEUȘ,8.43,25.17,5.3,17.48,0.22,12.55,30.84,57.43,NICOLAE-IONEL CIUCĂ,30.84,46.38344308,21.72877025,RURAL
ARAD,SEMLAC,6.59,28.88,13.26,25.11,1.05,11.59,13.52,35.22,CĂLIN GEORGESCU,28.88,46.14874351,20.91539004,RURAL
ARAD,SINTEA MARE,5.59,23.9,5.07,13.84,14.15,9.98,27.46,46.27,NICOLAE-IONEL CIUCĂ,27.46,46.51284161,21.61930286,RURAL
ARAD,SOCODOR,5.26,20.39,6.29,18.36,0.51,12.68,36.51,55.56,NICOLAE-IONEL CIUCĂ,36.51,46.52346726,21.42657235,RURAL
ARAD,SĂVÂRȘIN,9.32,20.68,5.97,22.43,0.16,18.54,22.91,54.94,NICOLAE-IONEL CIUCĂ,22.91,46.05851332,22.28232292,RURAL
ARAD,TAUȚ,6.13,17.04,6.28,30.79,0.6,16.89,22.27,53.02,GEORGE-NICOLAE SIMION,30.79,46.22992113,21.94552219,RURAL
ARAD,TÂRNOVA,7.74,29.74,4.96,22.38,0.32,25.09,9.79,46.79,CĂLIN GEORGESCU,29.74,46.27038216,21.79736575,RURAL
ARAD,USUSĂU,5.64,36.43,7.65,22.22,0.36,13.11,14.57,51.81,CĂLIN GEORGESCU,36.43,46.01869879,21.87063579,RURAL
ARAD,VINGA,7.22,26.95,12.28,17.47,10.79,11.78,13.5,39.73,CĂLIN GEORGESCU,26.95,46.03022026,21.16986032,RURAL
ARAD,VLADIMIRESCU,13.57,28.29,18.95,16.71,1.39,10.4,10.69,46.81,CĂLIN GEORGESCU,28.29,46.18083802,21.45716556,RURAL
ARAD,VÂRFURILE,4.55,22.31,6.61,27.48,0.1,19.11,19.83,47.68,GEORGE-NICOLAE SIMION,27.48,46.34831659,22.52219613,RURAL
ARAD,VĂRĂDIA DE MUREȘ,8.25,19.04,10.49,27.29,0.45,21.14,13.34,50.6,GEORGE-NICOLAE SIMION,27.29,46.0627016,22.15808128,RURAL
ARAD,ZERIND,3.14,8.99,2.7,7.42,57.53,3.15,17.08,37.81,HUNOR KELEMEN,57.53,46.61720626,21.49275602,RURAL
ARAD,ZIMANDU NOU,12.23,23.85,16.2,12.16,17.86,8.98,8.74,48.32,CĂLIN GEORGESCU,23.85,46.27231955,21.39711625,RURAL
ARAD,ZĂBRANI,6.72,37.9,10.03,20.26,0.48,13.69,10.93,41.66,CĂLIN GEORGESCU,37.9,46.05451347,21.57935759,RURAL
ARAD,ZĂDĂRENI,12.83,25.23,15.19,15.7,1.01,8.1,21.94,48.92,CĂLIN GEORGESCU,25.23,46.12091943,21.21899765,RURAL
ARAD,ZĂRAND,4.09,28.9,5.98,23.92,0.44,9.97,26.69,42.75,CĂLIN GEORGESCU,28.9,46.439,21.56975,RURAL
ARAD,ȘAGU,8.93,26.81,9.66,18.82,0.86,11.19,23.74,48.95,CĂLIN GEORGESCU,26.81,46.04614303,21.33305143,RURAL
ARAD,ȘEITIN,8.04,27.26,9.36,17.59,0.51,28.91,8.33,40.89,ION-MARCEL CIOLACU,28.91,46.14791644,20.84533106,RURAL
ARAD,ȘEPREUȘ,5.15,25.07,3.12,24.8,0.68,17.07,24.12,34.86,CĂLIN GEORGESCU,25.07,46.56469996,21.72580227,RURAL
ARAD,ȘICULA,8.25,32.46,6.31,21.89,0.41,19.15,11.53,43.81,CĂLIN GEORGESCU,32.46,46.47327304,21.74224924,RURAL
ARAD,ȘILINDIA,6.35,9.9,6.09,19.54,2.54,11.68,43.91,62.08,NICOLAE-IONEL CIUCĂ,43.91,46.34306082,21.93764362,RURAL
ARAD,ȘIMAND,7.2,31.05,9.96,21.51,1.38,12.72,16.18,43.16,CĂLIN GEORGESCU,31.05,46.38274336,21.41625916,RURAL
ARAD,ȘIRIA,8.21,27,10.3,21.32,0.69,12.04,20.43,35.81,CĂLIN GEORGESCU,27,46.27779396,21.61152961,RURAL
ARAD,ȘIȘTAROVĂȚ,5.93,18.22,5.51,19.92,0,30.51,19.92,72.7,ION-MARCEL CIOLACU,30.51,45.9815,21.68829808,RURAL
ARAD,ȘOFRONEA,10.72,24.01,13.58,13.36,17.84,8.66,11.82,53.66,CĂLIN GEORGESCU,24.01,46.27220371,21.29123882,RURAL
ARGEȘ,ALBEȘTII DE ARGEȘ,7.29,27.91,13.31,18.42,0.2,18.7,14.16,51.21,CĂLIN GEORGESCU,27.91,45.22913405,24.67980745,RURAL
ARGEȘ,ALBEȘTII DE MUSCEL,4.67,17.88,14.86,11.21,0,14.48,36.9,67.52,NICOLAE-IONEL CIUCĂ,36.9,45.36930188,24.96010981,RURAL
ARGEȘ,ALBOTA,8.77,27.78,14.31,12.08,0.09,29.22,7.76,61.26,ION-MARCEL CIOLACU,29.22,44.77880104,24.82899396,RURAL
ARGEȘ,ANINOASA,3.8,25.82,17.36,16.63,0.15,25.09,11.16,54.82,CĂLIN GEORGESCU,25.82,45.23939009,24.89237096,RURAL
ARGEȘ,AREFU,10.87,27.69,15.92,15.25,0.34,24.44,5.49,49.84,CĂLIN GEORGESCU,27.69,45.46119909,24.63631237,RURAL
ARGEȘ,BASCOV,12.83,27.58,20.8,14.16,0.13,19.52,4.98,60.19,CĂLIN GEORGESCU,27.58,44.89364362,24.78859169,RURAL
ARGEȘ,BELEȚI-NEGREȘTI,5.08,22.2,12.51,13.93,0.12,39.67,6.49,59.78,ION-MARCEL CIOLACU,39.67,44.94890103,25.07765523,RURAL
ARGEȘ,BEREVOEȘTI,3.95,25.39,10.85,14.71,0.08,39.93,5.09,48.55,ION-MARCEL CIOLACU,39.93,45.30847339,24.91126663,RURAL
ARGEȘ,BOGAȚI,7.33,31.12,10.23,16.12,0.19,29.92,5.08,47.56,CĂLIN GEORGESCU,31.12,44.87539472,25.15409341,RURAL
ARGEȘ,BOTENI,3.41,22.36,16.99,17.87,0.1,29.49,9.77,57.06,ION-MARCEL CIOLACU,29.49,45.17619265,25.13057794,RURAL
